client_id,cons_price_idx,euribor_three_months
171,92.893,1.291
172,92.893,1.291
173,92.893,1.291
174,92.893,1.291
175,92.893,1.291
176,92.893,1.291
177,92.893,1.291
178,92.893,1.291
179,92.893,1.291
180,92.893,1.291
181,92.893,1.291
182,92.893,1.291
183,92.893,1.291
184,92.893,1.291
185,92.893,1.291
186,92.893,1.291
187,92.893,1.291
188,92.893,1.291
189,92.893,1.291
190,92.893,1.291
191,92.893,1.291
192,92.893,1.291
193,92.893,1.291
194,92.893,1.291
195,92.893,1.291
196,92.893,1.291
197,92.893,1.291
198,92.893,1.291
199,92.893,1.291
200,92.893,1.291
201,92.893,1.291
202,92.893,1.291
203,92.893,1.291
204,92.893,1.291
205,92.893,1.291
206,92.893,1.291
207,92.893,1.291
208,92.893,1.291
209,92.893,1.291
210,92.893,1.291
211,92.893,1.291
212,92.893,1.291
213,92.893,1.291
214,92.893,1.291
215,92.893,1.291
216,92.893,1.291
217,92.893,1.291
218,92.893,1.291
219,92.893,1.291
220,92.893,1.291
221,92.893,1.291
222,92.893,1.291
223,92.893,1.291
224,92.893,1.291
225,92.893,1.291
226,92.893,1.291
227,92.893,1.291
228,92.893,1.291
229,92.893,1.291
230,92.893,1.291
231,92.893,1.291
232,92.893,1.291
233,92.893,1.291
234,92.893,1.291
235,92.893,1.291
236,92.893,1.291
237,92.893,1.291
238,92.893,1.291
239,92.893,1.291
240,92.893,1.291
241,92.893,1.291
242,92.893,1.291
243,92.893,1.291
244,92.893,1.291
245,92.893,1.291
246,92.893,1.291
247,92.893,1.291
248,92.893,1.291
249,92.893,1.291
250,92.893,1.291
251,92.893,1.291
252,92.893,1.291
253,92.893,1.291
254,92.893,1.291
255,92.893,1.291
256,92.893,1.291
257,92.893,1.291
258,92.893,1.291
259,92.893,1.291
260,92.893,1.291
261,92.893,1.291
262,92.893,1.291
263,92.893,1.291
264,92.893,1.291
265,92.893,1.291
266,92.893,1.291
267,92.893,1.291
268,92.893,1.291
269,92.893,1.291
270,92.893,1.291
271,92.893,1.291
272,92.893,1.291
273,92.893,1.291
274,92.893,1.291
275,92.893,1.291
276,92.893,1.291
277,92.893,1.291
278,92.893,1.291
279,92.893,1.291
280,92.893,1.291
281,92.893,1.291
282,92.893,1.291
283,92.893,1.291
284,92.893,1.291
285,92.893,1.291
286,92.893,1.291
287,92.893,1.291
288,92.893,1.291
289,92.893,1.291
290,92.893,1.291
291,92.893,1.291
292,92.893,1.291
293,92.893,1.291
294,92.893,1.291
295,92.893,1.291
296,92.893,1.291
297,92.893,1.291
298,92.893,1.291
299,92.893,1.291
300,92.893,1.291
301,92.893,1.291
302,92.893,1.291
303,92.893,1.291
304,92.893,1.291
305,92.893,1.291
306,92.893,1.291
307,92.893,1.291
308,92.893,1.291
309,92.893,1.291
310,92.893,1.291
311,92.893,1.291
312,92.893,1.291
313,92.893,1.291
314,92.893,1.291
315,92.893,1.291
316,92.893,1.291
317,92.893,1.291
318,92.893,1.291
319,92.893,1.291
320,92.893,1.291
321,92.893,1.291
322,92.893,1.291
323,92.893,1.291
324,92.893,1.291
325,92.893,1.291
326,92.893,1.291
327,92.893,1.291
328,92.893,1.291
329,92.893,1.291
330,92.893,1.291
331,92.893,1.291
332,92.893,1.291
333,92.893,1.291
334,92.893,1.291
335,92.893,1.291
336,92.893,1.291
337,92.893,1.291
338,92.893,1.291
339,92.893,1.291
340,92.893,1.291
341,92.893,1.291
342,92.893,1.291
343,92.893,1.291
344,92.893,1.291
345,92.893,1.291
346,92.893,1.291
347,92.893,1.291
348,92.893,1.291
349,92.893,1.291
350,92.893,1.291
351,92.893,1.291
352,92.893,1.291
353,92.893,1.291
354,92.893,1.291
355,92.893,1.291
356,92.893,1.291
357,92.893,1.291
358,92.893,1.291
359,92.893,1.291
360,92.893,1.291
361,92.893,1.291
362,92.893,1.291
363,92.893,1.291
364,92.893,1.291
365,92.893,1.291
366,92.893,1.291
367,92.893,1.291
368,92.893,1.291
369,92.893,1.291
370,92.893,1.291
371,92.893,1.291
372,92.893,1.291
373,92.893,1.291
374,92.893,1.291
375,92.893,1.291
376,92.893,1.291
377,92.893,1.291
378,92.893,1.291
379,92.893,1.291
380,92.893,1.291
381,92.893,1.291
382,92.893,1.291
383,92.893,1.291
384,92.893,1.291
385,92.893,1.291
386,92.893,1.291
387,92.893,1.291
388,92.893,1.291
389,92.893,1.291
390,92.893,1.291
391,92.893,1.291
392,92.893,1.291
393,92.893,1.291
394,92.893,1.291
395,92.893,1.291
396,92.893,1.291
397,92.893,1.291
398,92.893,1.291
399,92.893,1.291
400,92.893,1.291
401,92.893,1.291
402,92.893,1.291
403,92.893,1.291
404,92.893,1.291
405,92.893,1.291
406,92.893,1.291
407,92.893,1.291
408,92.893,1.291
409,92.893,1.291
410,92.893,1.291
411,92.893,1.291
412,92.893,1.291
413,92.893,1.291
414,92.893,1.291
415,92.893,1.291
416,92.893,1.291
417,92.893,1.291
418,92.893,1.291
419,92.893,1.291
420,92.893,1.291
421,92.893,1.291
422,92.893,1.291
423,92.893,1.291
424,92.893,1.291
425,92.893,1.291
426,92.893,1.291
427,92.893,1.291
428,92.893,1.291
429,92.893,1.291
430,92.893,1.291
431,92.893,1.291
432,92.893,1.291
433,92.893,1.291
434,92.893,1.291
435,92.893,1.291
436,92.893,1.291
437,92.893,1.291
438,92.893,1.291
439,92.893,1.291
440,92.893,1.291
441,92.893,1.291
442,92.893,1.291
443,92.893,1.291
444,92.893,1.291
445,92.893,1.291
446,92.893,1.291
447,92.893,1.291
448,92.893,1.291
449,92.893,1.291
450,92.893,1.291
451,92.893,1.291
452,92.893,1.291
453,92.893,1.291
454,92.893,1.291
455,92.893,1.291
456,92.893,1.291
457,92.893,1.291
458,92.893,1.291
459,92.893,1.291
460,92.893,1.291
461,92.893,1.291
462,92.893,1.291
463,92.893,1.291
464,92.893,1.291
465,92.893,1.291
466,92.893,1.291
467,92.893,1.291
468,92.893,1.291
469,92.893,1.291
470,92.893,1.291
471,92.893,1.291
472,92.893,1.291
473,92.893,1.291
474,92.893,1.291
475,92.893,1.291
476,92.893,1.291
477,92.893,1.291
478,92.893,1.291
479,92.893,1.291
480,92.893,1.291
481,92.893,1.291
482,92.893,1.291
483,92.893,1.291
484,92.893,1.291
485,92.893,1.291
486,92.893,1.291
487,92.893,1.291
488,92.893,1.291
489,92.893,1.291
490,92.893,1.291
491,92.893,1.291
492,92.893,1.291
493,92.893,1.291
494,92.893,1.291
495,92.893,1.291
496,92.893,1.291
497,92.893,1.291
498,92.893,1.291
499,92.893,1.291
500,92.893,1.291
501,92.893,1.291
502,92.893,1.291
503,92.893,1.291
504,92.893,1.291
505,92.893,1.291
506,92.893,1.291
507,92.893,1.291
508,92.893,1.291
509,92.893,1.291
510,92.893,1.291
511,92.893,1.291
512,92.893,1.291
513,92.893,1.291
514,92.893,1.291
515,92.893,1.291
516,92.893,1.291
517,92.893,1.291
518,92.893,1.291
519,92.893,1.291
520,92.893,1.291
521,92.893,1.291
522,92.893,1.291
523,92.893,1.291
524,92.893,1.291
525,92.893,1.291
526,92.893,1.291
527,92.893,1.291
528,92.893,1.291
529,92.893,1.291
530,92.893,1.291
531,92.893,1.291
532,92.893,1.291
533,92.893,1.291
534,92.893,1.291
535,92.893,1.291
536,92.893,1.291
537,92.893,1.291
538,92.893,1.291
539,92.893,1.291
540,92.893,1.291
541,92.893,1.291
542,92.893,1.291
543,92.893,1.291
544,92.893,1.291
545,92.893,1.291
546,92.893,1.291
547,92.893,1.291
548,92.893,1.291
549,92.893,1.291
550,92.893,1.291
551,92.893,1.291
552,92.893,1.291
553,92.893,1.291
554,92.893,1.291
555,92.893,1.291
556,92.893,1.291
557,92.893,1.291
558,92.893,1.291
559,92.893,1.291
560,92.893,1.291
561,92.893,1.291
562,92.893,1.291
563,92.893,1.291
564,92.893,1.291
565,92.893,1.291
566,92.893,1.291
567,92.893,1.291
568,92.893,1.291
569,92.893,1.291
570,92.893,1.291
571,92.893,1.291
572,92.893,1.291
573,92.893,1.291
574,92.893,1.291
575,92.893,1.291
576,92.893,1.291
577,92.893,1.291
578,92.893,1.291
579,92.893,1.291
580,92.893,1.291
581,92.893,1.291
582,92.893,1.291
583,92.893,1.291
584,92.893,1.291
585,92.893,1.291
586,92.893,1.291
587,92.893,1.291
588,92.893,1.291
589,92.893,1.291
590,92.893,1.291
591,92.893,1.291
592,92.893,1.291
593,92.893,1.291
594,92.893,1.291
595,92.893,1.291
596,92.893,1.291
597,92.893,1.291
598,92.893,1.291
599,92.893,1.291
600,92.893,1.291
601,92.893,1.291
602,92.893,1.291
603,92.893,1.291
604,92.893,1.291
605,92.893,1.291
606,92.893,1.291
607,92.893,1.291
608,92.893,1.291
609,92.893,1.291
610,92.893,1.291
611,92.893,1.291
612,92.893,1.291
613,92.893,1.291
614,92.893,1.291
615,92.893,1.291
616,92.893,1.291
617,92.893,1.291
618,92.893,1.291
619,92.893,1.291
620,92.893,1.291
621,92.893,1.291
622,92.893,1.291
623,92.893,1.291
624,92.893,1.291
625,92.893,1.291
626,92.893,1.291
627,92.893,1.291
628,92.893,1.291
629,92.893,1.291
630,92.893,1.291
631,92.893,1.291
632,92.893,1.291
633,92.893,1.291
634,92.893,1.291
635,92.893,1.291
636,92.893,1.291
637,92.893,1.291
638,92.893,1.291
639,92.893,1.291
640,92.893,1.291
641,92.893,1.291
642,92.893,1.291
643,92.893,1.291
644,92.893,1.291
645,92.893,1.291
646,92.893,1.291
647,92.893,1.291
648,92.893,1.291
649,92.893,1.291
650,92.893,1.291
651,92.893,1.291
652,92.893,1.291
653,92.893,1.291
654,92.893,1.291
655,92.893,1.291
656,92.893,1.291
657,92.893,1.291
658,92.893,1.291
659,92.893,1.291
660,92.893,1.291
661,92.893,1.291
662,92.893,1.291
663,92.893,1.291
664,92.893,1.291
665,92.893,1.281
666,92.893,1.281
667,92.893,1.281
668,92.893,1.281
669,92.893,1.281
670,92.893,1.281
671,92.893,1.281
672,92.893,1.281
673,92.893,1.281
674,92.893,1.281
675,92.893,1.281
676,92.893,1.281
677,92.893,1.281
678,92.893,1.281
679,92.893,1.281
680,92.893,1.281
681,92.893,1.281
682,92.893,1.281
683,92.893,1.281
684,92.893,1.281
685,92.893,1.281
686,92.893,1.281
687,92.893,1.281
688,92.893,1.281
689,92.893,1.281
690,92.893,1.281
691,92.893,1.281
692,92.893,1.281
693,92.893,1.281
694,92.893,1.281
695,92.893,1.281
696,92.893,1.281
697,92.893,1.281
698,92.893,1.281
699,92.893,1.281
700,92.893,1.281
701,92.893,1.281
702,92.893,1.281
703,92.893,1.281
704,92.893,1.281
705,92.893,1.281
706,92.893,1.281
707,92.893,1.281
708,92.893,1.281
709,92.893,1.281
710,92.893,1.281
711,92.893,1.281
712,92.893,1.281
713,92.893,1.281
714,92.893,1.281
715,92.893,1.281
716,92.893,1.281
717,92.893,1.281
718,92.893,1.281
719,92.893,1.281
720,92.893,1.281
721,92.893,1.281
722,92.893,1.281
723,92.893,1.281
724,92.893,1.281
725,92.893,1.281
726,92.893,1.281
727,92.893,1.281
728,92.893,1.281
729,92.893,1.281
730,92.893,1.281
731,92.893,1.281
732,92.893,1.281
733,92.893,1.281
734,92.893,1.281
735,92.893,1.281
736,92.893,1.281
737,92.893,1.281
738,92.893,1.281
739,92.893,1.281
740,92.893,1.281
741,92.893,1.281
742,92.893,1.281
743,92.893,1.281
744,92.893,1.281
745,92.893,1.281
746,92.893,1.281
747,92.893,1.281
748,92.893,1.281
749,92.893,1.281
750,92.893,1.281
751,92.893,1.281
752,92.893,1.281
753,92.893,1.281
754,92.893,1.281
755,92.893,1.281
756,92.893,1.281
757,92.893,1.281
758,92.893,1.281
759,92.893,1.281
760,92.893,1.281
761,92.893,1.281
762,92.893,1.281
763,92.893,1.281
764,92.893,1.281
765,92.893,1.281
766,92.893,1.281
767,92.893,1.281
768,92.893,1.281
769,92.893,1.281
770,92.893,1.281
771,92.893,1.281
772,92.893,1.281
773,92.893,1.281
774,92.893,1.281
775,92.893,1.281
776,92.893,1.281
777,92.893,1.281
778,92.893,1.281
779,92.893,1.281
780,92.893,1.281
781,92.893,1.281
782,92.893,1.281
783,92.893,1.281
784,92.893,1.281
785,92.893,1.281
786,92.893,1.281
787,92.893,1.281
788,92.893,1.281
789,92.893,1.281
790,92.893,1.281
791,92.893,1.281
792,92.893,1.281
793,92.893,1.281
794,92.893,1.281
795,92.893,1.281
796,92.893,1.281
797,92.893,1.281
798,92.893,1.281
799,92.893,1.281
800,92.893,1.281
801,92.893,1.281
802,92.893,1.281
803,92.893,1.281
804,92.893,1.281
805,92.893,1.281
806,92.893,1.281
807,92.893,1.281
808,92.893,1.281
809,92.893,1.281
810,92.893,1.281
811,92.893,1.281
812,92.893,1.281
813,92.893,1.281
814,92.893,1.281
815,92.893,1.281
816,92.893,1.281
817,92.893,1.281
818,92.893,1.281
819,92.893,1.281
820,92.893,1.281
821,92.893,1.281
822,92.893,1.281
823,92.893,1.281
824,92.893,1.281
825,92.893,1.281
826,92.893,1.281
827,92.893,1.281
828,92.893,1.281
829,92.893,1.281
830,92.893,1.281
831,92.893,1.281
832,92.893,1.281
833,92.893,1.281
834,92.893,1.281
835,92.893,1.281
836,92.893,1.281
837,92.893,1.281
838,92.893,1.281
839,92.893,1.281
840,92.893,1.281
841,92.893,1.281
842,92.893,1.281
843,92.893,1.281
844,92.893,1.281
845,92.893,1.281
846,92.893,1.281
847,92.893,1.281
848,92.893,1.281
849,92.893,1.281
850,92.893,1.281
851,92.893,1.281
852,92.893,1.281
853,92.893,1.281
854,92.893,1.281
855,92.893,1.281
856,92.893,1.281
857,92.893,1.281
858,92.893,1.281
859,92.893,1.281
860,92.893,1.281
861,92.893,1.281
862,92.893,1.281
863,92.893,1.281
864,92.893,1.281
865,92.893,1.281
866,92.893,1.281
867,92.893,1.281
868,92.893,1.281
869,92.893,1.281
870,92.893,1.281
871,92.893,1.281
872,92.893,1.281
873,92.893,1.281
874,92.893,1.281
875,92.893,1.281
876,92.893,1.281
877,92.893,1.281
878,92.893,1.281
879,92.893,1.281
880,92.893,1.281
881,92.893,1.281
882,92.893,1.281
883,92.893,1.281
884,92.893,1.281
885,92.893,1.281
886,92.893,1.281
887,92.893,1.281
888,92.893,1.281
889,92.893,1.281
890,92.893,1.281
891,92.893,1.281
892,92.893,1.281
893,92.893,1.281
894,92.893,1.281
895,92.893,1.281
896,92.893,1.281
897,92.893,1.281
898,92.893,1.281
899,92.893,1.281
900,92.893,1.281
901,92.893,1.281
902,92.893,1.281
903,92.893,1.281
904,92.893,1.281
905,92.893,1.281
906,92.893,1.281
907,92.893,1.281
908,92.893,1.281
909,92.893,1.281
910,92.893,1.281
911,92.893,1.281
912,92.893,1.281
913,92.893,1.281
914,92.893,1.281
915,92.893,1.281
916,92.893,1.281
917,92.893,1.281
918,92.893,1.281
919,92.893,1.281
920,92.893,1.281
921,92.893,1.281
922,92.893,1.281
923,92.893,1.281
924,92.893,1.281
925,92.893,1.281
926,92.893,1.281
927,92.893,1.281
928,92.893,1.281
929,92.893,1.281
930,92.893,1.281
931,92.893,1.281
932,92.893,1.281
933,92.893,1.281
934,92.893,1.281
935,92.893,1.281
936,92.893,1.281
937,92.893,1.281
938,92.893,1.281
939,92.893,1.281
940,92.893,1.281
941,92.893,1.281
942,92.893,1.281
943,92.893,1.281
944,92.893,1.281
945,92.893,1.281
946,92.893,1.281
947,92.893,1.281
948,92.893,1.281
949,92.893,1.281
950,92.893,1.281
951,92.893,1.281
952,92.893,1.281
953,92.893,1.281
954,92.893,1.281
955,92.893,1.281
956,92.893,1.281
957,92.893,1.281
958,92.893,1.281
959,92.893,1.281
960,92.893,1.281
961,92.893,1.281
962,92.893,1.281
963,92.893,1.281
964,92.893,1.281
965,92.893,1.281
966,92.893,1.281
967,92.893,1.281
968,92.893,1.281
969,92.893,1.281
970,92.893,1.281
971,92.893,1.281
972,92.893,1.281
973,92.893,1.281
974,92.893,1.281
975,92.893,1.281
976,92.893,1.281
977,92.893,1.281
978,92.893,1.281
979,92.893,1.281
980,92.893,1.281
981,92.893,1.281
982,92.893,1.281
983,92.893,1.281
984,92.893,1.281
985,92.893,1.281
986,92.893,1.281
987,92.893,1.281
988,92.893,1.281
989,92.893,1.281
990,92.893,1.281
991,92.893,1.281
992,92.893,1.281
993,92.893,1.281
994,92.893,1.281
995,92.893,1.281
996,92.893,1.281
997,92.893,1.281
998,92.893,1.281
999,92.893,1.281
1000,92.893,1.281
1001,92.893,1.281
1002,92.893,1.281
1003,92.893,1.281
1004,92.893,1.281
1005,92.893,1.281
1006,92.893,1.281
1007,92.893,1.281
1008,92.893,1.281
1009,92.893,1.281
1010,92.893,1.281
1011,92.893,1.281
1012,92.893,1.281
1013,92.893,1.281
1014,92.893,1.281
1015,92.893,1.281
1016,92.893,1.281
1017,92.893,1.281
1018,92.893,1.281
1019,92.893,1.281
1020,92.893,1.281
1021,92.893,1.281
1022,92.893,1.281
1023,92.893,1.281
1024,92.893,1.281
1025,92.893,1.281
1026,92.893,1.281
1027,92.893,1.281
1028,92.893,1.281
1029,92.893,1.281
1030,92.893,1.281
1031,92.893,1.281
1032,92.893,1.281
1033,92.893,1.281
1034,92.893,1.281
1035,92.893,1.281
1036,92.893,1.281
1037,92.893,1.281
1038,92.893,1.281
1039,92.893,1.281
1040,92.893,1.281
1041,92.893,1.281
1042,92.893,1.281
1043,92.893,1.281
1044,92.893,1.281
1045,92.893,1.281
1046,92.893,1.281
1047,92.893,1.281
1048,92.893,1.281
1049,92.893,1.281
1050,92.893,1.281
1051,92.893,1.281
1052,92.893,1.281
1053,92.893,1.281
1054,92.893,1.281
1055,92.893,1.281
1056,92.893,1.281
1057,92.893,1.281
1058,92.893,1.281
1059,92.893,1.281
1060,92.893,1.281
1061,92.893,1.281
1062,92.893,1.281
1063,92.893,1.281
1064,92.893,1.281
1065,92.893,1.281
1066,92.893,1.281
1067,92.893,1.281
1068,92.893,1.281
1069,92.893,1.281
1070,92.893,1.281
1071,92.893,1.281
1072,92.893,1.281
1073,92.893,1.281
1074,92.893,1.281
1075,92.893,1.281
1076,92.893,1.281
1077,92.893,1.281
1078,92.893,1.281
1079,92.893,1.281
1080,92.893,1.281
1081,92.893,1.281
1082,92.893,1.281
1083,92.893,1.281
1084,92.893,1.281
1085,92.893,1.281
1086,92.893,1.281
1087,92.893,1.281
1088,92.893,1.281
1089,92.893,1.281
1090,92.893,1.281
1091,92.893,1.281
1092,92.893,1.281
1093,92.893,1.281
1094,92.893,1.281
1095,92.893,1.281
1096,92.893,1.281
1097,92.893,1.281
1098,92.893,1.281
1099,92.893,1.281
1100,92.893,1.281
1101,92.893,1.281
1102,92.893,1.281
1103,92.893,1.281
1104,92.893,1.281
1105,92.893,1.281
1106,92.893,1.281
1107,92.893,1.281
1108,92.893,1.281
1109,92.893,1.281
1110,92.893,1.281
1111,92.893,1.281
1112,92.893,1.281
1113,92.893,1.281
1114,92.893,1.281
1115,92.893,1.281
1116,92.893,1.281
1117,92.893,1.281
1118,92.893,1.281
1119,92.893,1.281
1120,92.893,1.281
1121,92.893,1.281
1122,92.893,1.281
1123,92.893,1.281
1124,92.893,1.281
1125,92.893,1.281
1126,92.893,1.281
1127,92.893,1.281
1128,92.893,1.281
1129,92.893,1.281
1130,92.893,1.281
1131,92.893,1.281
1132,92.893,1.281
1133,92.893,1.281
1134,92.893,1.281
1135,92.893,1.281
1136,92.893,1.281
1137,92.893,1.281
1138,92.893,1.281
1139,92.893,1.281
1140,92.893,1.281
1141,92.893,1.281
1142,92.893,1.281
1143,92.893,1.281
1144,92.893,1.281
1145,92.893,1.281
1146,92.893,1.281
1147,92.893,1.281
1148,92.893,1.281
1149,92.893,1.281
1150,92.893,1.281
1151,92.893,1.281
1152,92.893,1.281
1153,92.893,1.281
1154,92.893,1.281
1155,92.893,1.281
1156,92.893,1.281
1157,92.893,1.281
1158,92.893,1.281
1159,92.893,1.281
1160,92.893,1.281
1161,92.893,1.281
1162,92.893,1.281
1163,92.893,1.281
1164,92.893,1.281
1165,92.893,1.281
1166,92.893,1.281
1167,92.893,1.281
1168,92.893,1.281
1169,92.893,1.281
1170,92.893,1.281
1171,92.893,1.281
1172,92.893,1.281
1173,92.893,1.281
1174,92.893,1.281
1175,92.893,1.281
1176,92.893,1.281
1177,92.893,1.281
1178,92.893,1.281
1179,92.893,1.281
1180,92.893,1.281
1181,92.893,1.281
1182,92.893,1.281
1183,92.893,1.281
1184,92.893,1.281
1185,92.893,1.281
1186,92.893,1.281
1187,92.893,1.281
1188,92.893,1.281
1189,92.893,1.281
1190,92.893,1.281
1191,92.893,1.281
1192,92.893,1.281
1193,92.893,1.281
1194,92.893,1.281
1195,92.893,1.281
1196,92.893,1.281
1197,92.893,1.281
1198,92.893,1.281
1199,92.893,1.281
1200,92.893,1.281
1201,92.893,1.281
1202,92.893,1.281
1203,92.893,1.281
1204,92.893,1.281
1205,92.893,1.281
1206,92.893,1.281
1207,92.893,1.281
1208,92.893,1.281
1209,92.893,1.281
1210,92.893,1.281
1211,92.893,1.281
1212,92.893,1.281
1213,92.893,1.281
1214,92.893,1.281
1215,92.893,1.281
1216,92.893,1.281
1217,92.893,1.281
1218,92.893,1.281
1219,92.893,1.281
1220,92.893,1.281
1221,92.893,1.281
1222,92.893,1.281
1223,92.893,1.281
1224,92.893,1.281
1225,92.893,1.281
1226,92.893,1.281
1227,92.893,1.281
1228,92.893,1.281
1229,92.893,1.281
1230,92.893,1.281
1231,92.893,1.281
1232,92.893,1.281
1233,92.893,1.281
1234,92.893,1.281
1235,92.893,1.281
1236,92.893,1.281
1237,92.893,1.281
1238,92.893,1.281
1239,92.893,1.281
1240,92.893,1.281
1241,92.893,1.281
1242,92.893,1.281
1243,92.893,1.281
1244,92.893,1.281
1245,92.893,1.281
1246,92.893,1.281
1247,92.893,1.281
1248,92.893,1.281
1249,92.893,1.281
1250,92.893,1.281
1251,92.893,1.281
1252,92.893,1.281
1253,92.893,1.281
1254,92.893,1.281
1255,92.893,1.281
1256,92.893,1.281
1257,92.893,1.281
1258,92.893,1.281
1259,92.893,1.281
1260,92.893,1.281
1261,92.893,1.281
1262,92.893,1.281
1263,92.893,1.281
1264,92.893,1.281
1265,92.893,1.281
1266,92.893,1.281
1267,92.893,1.281
1268,92.893,1.281
1269,92.893,1.281
1270,92.893,1.281
1271,92.893,1.281
1272,92.893,1.281
1273,92.893,1.281
1274,92.893,1.281
1275,92.893,1.281
1276,92.893,1.281
1277,92.893,1.281
1278,92.893,1.281
1279,92.893,1.281
1280,92.893,1.281
1281,92.893,1.266
1282,92.893,1.266
1283,92.893,1.266
1284,92.893,1.266
1285,92.893,1.266
1286,92.893,1.266
1287,92.893,1.266
1288,92.893,1.266
1289,92.893,1.266
1290,92.893,1.266
1291,92.893,1.266
1292,92.893,1.266
1293,92.893,1.266
1294,92.893,1.266
1295,92.893,1.266
1296,92.893,1.266
1297,92.893,1.266
1298,92.893,1.266
1299,92.893,1.266
1300,92.893,1.266
1301,92.893,1.266
1302,92.893,1.266
1303,92.893,1.266
1304,92.893,1.266
1305,92.893,1.266
1306,92.893,1.266
1307,92.893,1.266
1308,92.893,1.266
1309,92.893,1.266
1310,92.893,1.266
1311,92.893,1.266
1312,92.893,1.266
1313,92.893,1.266
1314,92.893,1.266
1315,92.893,1.266
1316,92.893,1.266
1317,92.893,1.266
1318,92.893,1.266
1319,92.893,1.266
1320,92.893,1.266
1321,92.893,1.266
1322,92.893,1.266
1323,92.893,1.266
1324,92.893,1.266
1325,92.893,1.266
1326,92.893,1.266
1327,92.893,1.266
1328,92.893,1.266
1329,92.893,1.266
1330,92.893,1.266
1331,92.893,1.266
1332,92.893,1.266
1333,92.893,1.266
1334,92.893,1.266
1335,92.893,1.266
1336,92.893,1.266
1337,92.893,1.266
1338,92.893,1.266
1339,92.893,1.266
1340,92.893,1.266
1341,92.893,1.266
1342,92.893,1.266
1343,92.893,1.266
1344,92.893,1.266
1345,92.893,1.266
1346,92.893,1.266
1347,92.893,1.266
1348,92.893,1.266
1349,92.893,1.266
1350,92.893,1.266
1351,92.893,1.266
1352,92.893,1.266
1353,92.893,1.266
1354,92.893,1.266
1355,92.893,1.266
1356,92.893,1.266
1357,92.893,1.266
1358,92.893,1.266
1359,92.893,1.266
