client_id,age,job,marital,education,credit_default,mortgage
82,31,technician,single,university_degree,0,1
83,36,technician,married,university_degree,0,1
84,27,blue_collar,married,basic_4y,0,0
85,35,blue_collar,married,basic_6y,0,1
86,35,admin,divorced,high_school,0,1
87,25,technician,single,university_degree,0,0
88,34,blue_collar,married,basic_9y,0,1
89,46,blue_collar,married,basic_4y,0,0
90,41,blue_collar,married,basic_6y,0,1
91,34,admin,married,university_degree,0,1
92,23,services,single,basic_9y,0,1
93,33,admin,married,university_degree,0,1
94,40,unemployed,single,high_school,0,1
95,33,blue_collar,married,basic_4y,0,0
96,35,entrepreneur,married,high_school,0,1
97,46,blue_collar,married,basic_4y,0,0
98,47,blue_collar,married,basic_6y,0,1
99,29,student,single,,0,0
100,33,services,single,high_school,0,0
101,37,services,married,high_school,0,1
102,54,management,married,basic_6y,0,1
103,45,admin,single,high_school,0,1
104,24,services,single,high_school,0,1
105,53,blue_collar,married,basic_4y,0,0
106,46,services,divorced,high_school,0,0
107,32,admin,married,professional_course,0,0
108,40,technician,married,university_degree,0,0
109,47,admin,single,high_school,0,1
110,35,admin,single,university_degree,0,1
111,28,blue_collar,married,basic_9y,0,1
112,54,management,married,high_school,0,0
113,33,technician,single,university_degree,0,0
114,29,technician,single,basic_9y,0,1
115,31,technician,single,university_degree,0,1
116,30,services,married,professional_course,0,0
117,43,self_employed,single,university_degree,0,1
118,46,management,married,university_degree,0,0
119,41,entrepreneur,married,basic_9y,0,0
120,46,technician,divorced,professional_course,0,0
121,28,services,single,high_school,0,0
122,32,technician,married,university_degree,0,0
123,27,blue_collar,single,high_school,0,0
124,36,admin,single,university_degree,0,0
125,33,blue_collar,married,basic_9y,0,1
126,32,blue_collar,married,basic_9y,0,0
127,28,student,single,university_degree,0,1
128,26,self_employed,married,basic_4y,0,0
129,38,services,single,basic_6y,0,1
130,23,blue_collar,married,basic_6y,0,0
131,30,blue_collar,married,basic_9y,0,1
132,28,admin,married,university_degree,0,0
133,33,services,divorced,high_school,0,1
134,32,services,married,high_school,0,1
135,43,blue_collar,single,basic_4y,0,1
136,35,admin,single,high_school,0,1
137,31,technician,married,high_school,0,1
138,32,management,single,professional_course,0,0
139,39,services,married,high_school,0,1
140,27,services,married,high_school,0,1
141,37,admin,married,high_school,0,1
142,29,admin,single,professional_course,0,1
143,40,blue_collar,married,basic_4y,0,1
144,36,admin,married,university_degree,0,1
145,26,services,single,university_degree,0,1
146,30,blue_collar,married,basic_9y,0,0
147,27,admin,single,high_school,0,1
148,47,blue_collar,married,basic_9y,0,0
149,36,services,divorced,basic_9y,0,1
150,35,admin,single,high_school,0,1
151,41,blue_collar,married,basic_9y,0,1
152,27,housemaid,single,university_degree,0,1
153,29,admin,married,high_school,0,0
154,43,blue_collar,married,,0,1
155,51,blue_collar,divorced,high_school,0,1
156,35,admin,single,high_school,0,1
157,49,admin,married,high_school,0,0
158,33,blue_collar,married,basic_9y,0,0
159,45,admin,single,high_school,0,0
160,50,management,divorced,university_degree,0,0
161,50,unknown,married,basic_4y,0,0
162,33,services,married,basic_6y,0,0
163,30,self_employed,married,professional_course,0,0
164,31,blue_collar,married,basic_6y,0,0
165,26,admin,single,university_degree,0,1
166,34,admin,divorced,university_degree,0,1
167,30,services,single,basic_6y,0,1
168,32,blue_collar,married,basic_9y,0,0
169,31,technician,single,professional_course,0,1
170,39,admin,single,high_school,0,0
171,38,blue_collar,married,high_school,0,1
172,51,blue_collar,divorced,high_school,0,0
173,33,blue_collar,single,basic_6y,0,1
174,43,blue_collar,married,,0,1
175,35,admin,married,high_school,0,1
176,38,technician,married,high_school,0,1
177,50,unknown,married,basic_4y,0,1
178,32,management,single,professional_course,0,0
179,37,blue_collar,divorced,professional_course,0,1
180,43,blue_collar,married,,0,0
181,36,blue_collar,married,high_school,0,1
182,34,admin,married,high_school,0,1
183,54,blue_collar,divorced,basic_4y,0,1
184,28,services,single,high_school,0,1
185,42,blue_collar,married,basic_4y,0,1
186,29,admin,single,professional_course,0,1
187,40,services,married,basic_9y,0,1
188,33,technician,single,professional_course,0,1
189,33,blue_collar,married,basic_9y,0,1
190,38,admin,single,high_school,0,1
191,51,admin,married,high_school,0,0
192,38,services,single,basic_9y,0,0
193,33,blue_collar,married,basic_4y,0,0
194,42,blue_collar,married,basic_6y,0,0
195,32,admin,divorced,university_degree,0,1
196,28,admin,single,high_school,0,1
197,28,admin,single,high_school,0,1
198,36,blue_collar,married,,0,0
199,48,blue_collar,married,basic_9y,0,1
200,40,services,divorced,high_school,0,0
201,34,technician,single,university_degree,0,0
202,31,blue_collar,single,basic_9y,0,0
203,38,services,single,basic_9y,0,0
204,59,services,divorced,basic_6y,0,1
205,27,blue_collar,married,basic_4y,0,1
206,27,blue_collar,single,basic_4y,0,1
207,35,blue_collar,married,high_school,0,1
208,27,blue_collar,single,basic_4y,0,0
209,36,services,single,high_school,0,1
210,35,blue_collar,married,high_school,0,1
211,59,services,divorced,basic_6y,0,1
212,35,blue_collar,married,high_school,0,1
213,47,admin,divorced,high_school,0,1
214,44,admin,divorced,high_school,0,0
215,45,blue_collar,married,basic_4y,0,1
216,49,blue_collar,married,basic_6y,0,1
217,28,blue_collar,married,basic_9y,0,1
218,43,services,married,basic_6y,0,0
219,45,blue_collar,married,basic_4y,0,1
220,38,admin,married,basic_9y,0,1
221,35,technician,married,basic_9y,0,0
222,48,technician,divorced,basic_9y,0,1
223,48,blue_collar,single,basic_4y,0,1
224,45,services,married,basic_6y,0,0
225,48,blue_collar,married,basic_9y,0,1
226,27,blue_collar,married,basic_9y,0,1
227,29,blue_collar,married,basic_4y,0,0
228,35,blue_collar,married,high_school,0,1
229,45,services,married,basic_6y,0,0
230,26,admin,single,university_degree,0,1
231,33,technician,single,professional_course,0,1
232,41,housemaid,married,basic_4y,0,0
233,41,housemaid,married,basic_4y,0,1
234,54,blue_collar,married,basic_4y,0,1
235,46,entrepreneur,married,high_school,0,1
236,38,blue_collar,married,basic_6y,0,0
237,30,admin,married,university_degree,0,1
238,46,entrepreneur,married,high_school,0,0
239,43,admin,single,university_degree,0,1
240,26,services,married,basic_9y,0,0
241,43,admin,single,university_degree,0,1
242,36,entrepreneur,single,university_degree,0,1
243,43,admin,single,university_degree,0,0
244,43,admin,single,university_degree,0,1
245,38,entrepreneur,married,,0,1
246,54,blue_collar,married,basic_6y,0,1
247,58,blue_collar,married,basic_4y,0,1
248,29,student,single,high_school,0,0
249,36,entrepreneur,single,university_degree,0,0
250,43,admin,single,university_degree,0,1
251,36,admin,single,university_degree,0,1
252,27,blue_collar,single,basic_4y,0,0
253,35,technician,divorced,university_degree,0,1
254,39,management,single,university_degree,0,1
255,59,blue_collar,married,basic_9y,0,1
256,34,blue_collar,married,basic_6y,0,1
257,33,services,married,high_school,0,1
258,37,services,married,high_school,0,0
259,32,admin,single,university_degree,0,0
260,24,student,single,basic_4y,0,1
261,49,blue_collar,married,basic_9y,0,1
262,30,admin,married,university_degree,0,0
263,28,admin,single,high_school,0,1
264,50,blue_collar,divorced,basic_4y,0,1
265,34,admin,married,high_school,0,1
266,59,blue_collar,married,basic_9y,0,0
267,41,management,married,high_school,0,1
268,33,blue_collar,married,high_school,0,0
269,39,management,single,university_degree,0,0
270,38,entrepreneur,married,,0,0
271,57,retired,divorced,basic_9y,0,1
272,41,management,married,high_school,0,0
273,36,admin,married,high_school,0,1
274,26,blue_collar,married,basic_9y,0,1
275,36,admin,single,university_degree,0,0
276,37,admin,married,university_degree,0,1
277,38,student,divorced,,0,0
278,48,admin,divorced,university_degree,0,0
279,33,blue_collar,single,basic_6y,0,1
280,34,admin,divorced,professional_course,0,1
281,44,blue_collar,divorced,basic_9y,0,1
282,44,management,married,basic_9y,0,0
283,55,blue_collar,married,basic_4y,0,1
284,31,blue_collar,married,basic_9y,0,1
285,45,admin,married,university_degree,0,1
286,39,blue_collar,single,basic_4y,0,1
287,31,blue_collar,married,high_school,0,1
288,36,blue_collar,married,basic_4y,0,0
289,32,entrepreneur,married,high_school,0,0
290,36,blue_collar,married,basic_4y,0,1
291,26,services,single,university_degree,0,1
292,26,blue_collar,married,basic_4y,0,0
293,26,blue_collar,married,basic_4y,0,0
294,32,blue_collar,single,high_school,0,1
295,40,blue_collar,single,high_school,0,0
296,28,technician,married,basic_9y,0,1
297,28,admin,single,high_school,0,1
298,36,admin,single,university_degree,0,0
299,28,technician,married,basic_9y,0,0
300,36,admin,single,university_degree,0,0
301,37,admin,single,high_school,0,0
302,54,management,divorced,professional_course,0,1
303,36,admin,divorced,high_school,0,0
304,38,blue_collar,married,basic_9y,0,0
305,32,blue_collar,single,high_school,0,1
306,29,blue_collar,married,basic_6y,0,0
307,42,blue_collar,married,basic_4y,0,0
308,29,blue_collar,married,basic_6y,0,0
309,34,self_employed,single,university_degree,0,1
310,31,blue_collar,married,basic_9y,0,1
311,27,services,married,high_school,0,1
312,27,student,single,high_school,0,1
313,42,blue_collar,married,basic_4y,0,0
314,31,admin,married,university_degree,0,1
315,34,blue_collar,single,basic_9y,0,1
316,26,services,married,basic_9y,0,0
317,21,services,single,high_school,0,0
318,29,services,married,basic_9y,0,0
319,35,admin,single,basic_9y,0,1
320,26,services,single,university_degree,0,1
321,34,blue_collar,single,basic_9y,0,1
322,53,unemployed,married,basic_9y,0,0
323,29,services,married,basic_9y,0,0
324,33,self_employed,single,high_school,0,0
325,33,self_employed,single,high_school,0,1
326,46,technician,married,professional_course,0,0
327,33,self_employed,single,high_school,0,0
328,36,services,single,high_school,0,1
329,51,blue_collar,married,basic_6y,0,1
330,33,self_employed,single,high_school,0,1
331,31,services,single,high_school,0,1
332,31,blue_collar,married,basic_9y,0,0
333,38,technician,married,professional_course,0,0
334,34,admin,divorced,university_degree,0,1
335,31,services,single,high_school,0,1
336,43,admin,married,high_school,0,1
337,34,unemployed,single,high_school,0,1
338,34,admin,divorced,university_degree,0,1
339,33,blue_collar,married,high_school,0,0
340,39,admin,married,university_degree,0,0
341,32,services,single,university_degree,0,1
342,47,admin,divorced,high_school,0,0
343,43,technician,married,university_degree,0,0
344,53,technician,single,professional_course,0,0
345,36,blue_collar,married,basic_9y,0,0
346,32,services,single,university_degree,0,1
347,51,blue_collar,married,basic_6y,0,1
348,31,admin,single,university_degree,0,0
349,47,admin,divorced,high_school,0,1
350,28,blue_collar,married,basic_4y,0,0
351,28,blue_collar,married,basic_4y,0,0
352,42,blue_collar,married,basic_9y,0,1
353,41,blue_collar,married,basic_6y,0,0
354,33,blue_collar,single,basic_6y,0,1
355,31,blue_collar,married,basic_9y,0,0
356,28,blue_collar,married,basic_4y,0,0
357,43,services,married,high_school,0,1
358,29,admin,single,professional_course,0,1
359,49,blue_collar,married,basic_9y,0,0
360,28,blue_collar,married,basic_4y,0,0
361,50,technician,married,basic_6y,0,0
362,35,blue_collar,married,basic_9y,0,1
363,34,blue_collar,divorced,basic_9y,0,1
364,35,blue_collar,unknown,basic_9y,0,0
365,32,blue_collar,divorced,basic_9y,0,1
366,41,management,married,high_school,0,1
367,37,admin,divorced,university_degree,0,1
368,41,blue_collar,married,basic_9y,0,1
369,33,blue_collar,married,high_school,0,1
370,39,technician,single,professional_course,0,0
371,43,blue_collar,married,basic_4y,0,1
372,27,services,married,high_school,0,0
373,39,technician,single,professional_course,0,1
374,39,technician,single,professional_course,0,1
375,32,technician,single,university_degree,0,0
376,39,technician,single,professional_course,0,1
377,39,technician,single,professional_course,0,0
378,39,technician,single,professional_course,0,0
379,50,services,married,university_degree,0,0
380,43,technician,single,university_degree,0,0
381,39,technician,married,high_school,0,1
382,33,blue_collar,single,basic_4y,0,1
383,29,admin,married,university_degree,0,0
384,33,blue_collar,single,basic_4y,0,0
385,30,admin,married,high_school,0,1
386,32,blue_collar,single,basic_9y,0,1
387,33,blue_collar,single,basic_4y,0,0
388,26,services,single,basic_9y,0,1
389,37,admin,married,high_school,0,1
390,32,technician,divorced,professional_course,0,1
391,43,blue_collar,married,basic_4y,0,1
392,28,unemployed,married,high_school,0,0
393,47,entrepreneur,divorced,basic_9y,0,0
394,53,technician,single,professional_course,0,0
395,55,admin,married,high_school,0,0
396,38,blue_collar,married,basic_9y,0,1
397,46,blue_collar,married,basic_9y,0,0
398,33,housemaid,married,basic_9y,0,1
399,27,technician,single,professional_course,0,0
400,38,services,divorced,basic_6y,0,0
401,55,blue_collar,married,basic_9y,0,0
402,35,services,unknown,high_school,0,0
403,48,management,married,basic_9y,0,1
404,32,blue_collar,single,basic_9y,0,1
405,36,blue_collar,married,high_school,0,0
406,33,services,married,basic_9y,0,0
407,35,technician,single,university_degree,0,1
408,48,management,married,basic_9y,0,1
409,33,technician,divorced,high_school,0,0
410,33,technician,divorced,high_school,0,1
411,33,technician,divorced,high_school,0,1
412,35,blue_collar,married,basic_9y,0,0
413,40,blue_collar,single,basic_4y,0,0
414,56,blue_collar,divorced,basic_4y,0,1
415,32,services,married,professional_course,0,1
416,45,blue_collar,married,basic_4y,0,0
417,28,management,single,university_degree,0,1
418,42,blue_collar,single,basic_6y,0,0
419,42,blue_collar,married,basic_4y,0,0
420,49,blue_collar,married,basic_6y,0,0
421,29,blue_collar,single,basic_9y,0,1
422,32,admin,married,university_degree,0,1
423,50,entrepreneur,married,university_degree,0,0
424,30,admin,single,basic_9y,0,0
425,42,blue_collar,married,basic_4y,0,1
426,43,blue_collar,single,high_school,0,1
427,41,management,married,university_degree,0,0
428,31,unemployed,married,professional_course,0,0
429,28,services,single,high_school,0,0
430,28,admin,single,basic_9y,0,0
431,48,blue_collar,married,basic_9y,0,0
432,54,retired,divorced,professional_course,0,1
433,34,services,married,high_school,0,0
434,55,admin,married,high_school,0,1
435,28,admin,single,basic_9y,0,0
436,36,blue_collar,married,basic_9y,0,0
437,29,blue_collar,married,high_school,0,1
438,23,blue_collar,single,basic_9y,0,1
439,26,blue_collar,married,basic_4y,0,1
440,43,management,married,basic_6y,0,1
441,55,admin,married,high_school,0,1
442,29,admin,married,high_school,0,1
443,39,blue_collar,married,basic_4y,0,0
444,42,blue_collar,married,basic_9y,0,1
445,31,technician,single,professional_course,0,0
446,33,blue_collar,single,basic_4y,0,0
447,39,technician,single,professional_course,0,0
448,32,blue_collar,married,basic_9y,0,1
449,33,services,divorced,high_school,0,0
450,36,admin,married,high_school,0,1
451,59,housemaid,divorced,basic_6y,0,1
452,28,blue_collar,single,basic_6y,0,1
453,32,technician,single,university_degree,0,1
454,37,technician,single,university_degree,0,0
455,39,blue_collar,single,basic_6y,0,1
456,37,technician,single,university_degree,0,1
457,33,services,married,basic_9y,0,0
458,27,self_employed,married,university_degree,0,1
459,31,admin,single,university_degree,0,1
460,44,unemployed,married,high_school,0,1
461,31,blue_collar,single,basic_9y,0,1
462,41,blue_collar,married,basic_6y,0,1
463,35,technician,single,university_degree,0,0
464,35,blue_collar,married,basic_9y,0,1
465,48,management,married,basic_9y,0,1
466,34,admin,single,university_degree,0,0
467,33,blue_collar,married,basic_9y,0,1
468,35,blue_collar,married,basic_9y,0,0
469,34,admin,single,university_degree,0,0
470,41,housemaid,married,basic_6y,0,1
471,33,services,married,basic_6y,0,1
472,28,admin,single,high_school,0,1
473,48,blue_collar,single,basic_4y,0,1
474,36,admin,single,basic_9y,0,1
475,29,admin,single,high_school,0,1
476,49,retired,married,basic_4y,0,1
477,49,retired,married,basic_4y,0,0
478,28,technician,single,basic_9y,0,0
479,26,services,single,basic_9y,0,1
480,25,technician,married,university_degree,0,1
481,25,technician,married,university_degree,0,0
482,28,technician,single,basic_9y,0,1
483,33,technician,single,university_degree,0,1
484,31,blue_collar,single,basic_9y,0,0
485,35,admin,single,university_degree,0,1
486,29,services,married,high_school,0,1
487,32,technician,single,high_school,0,1
488,35,admin,single,high_school,0,0
489,27,admin,single,high_school,0,1
490,28,technician,divorced,professional_course,0,1
491,28,technician,divorced,professional_course,0,0
492,32,admin,single,high_school,0,0
493,45,admin,married,high_school,0,0
494,32,admin,single,university_degree,0,1
495,57,housemaid,married,basic_4y,0,1
496,31,blue_collar,married,basic_9y,0,1
497,51,blue_collar,married,basic_6y,0,1
498,25,technician,single,professional_course,0,1
499,27,technician,single,professional_course,0,0
500,41,blue_collar,married,basic_6y,0,0
501,56,admin,married,university_degree,0,1
502,55,blue_collar,married,basic_9y,0,0
503,28,management,married,basic_9y,0,1
504,55,blue_collar,married,basic_4y,0,1
505,41,blue_collar,married,basic_6y,0,0
506,49,entrepreneur,married,university_degree,0,0
507,31,services,single,high_school,0,0
508,29,technician,single,university_degree,0,1
509,28,technician,single,basic_9y,0,1
510,33,self_employed,married,basic_9y,0,0
511,37,technician,single,university_degree,0,0
512,31,technician,single,professional_course,0,0
513,47,blue_collar,married,basic_9y,0,0
514,48,admin,divorced,university_degree,0,0
515,22,blue_collar,married,basic_9y,0,0
516,38,admin,single,high_school,0,1
517,28,blue_collar,single,basic_9y,0,1
518,35,admin,single,basic_9y,0,1
519,43,admin,single,university_degree,0,0
520,50,blue_collar,married,basic_9y,0,0
521,31,unemployed,married,professional_course,0,1
522,29,admin,married,high_school,0,0
523,27,student,single,high_school,0,0
524,30,technician,single,professional_course,0,0
525,31,technician,married,professional_course,0,1
526,43,blue_collar,married,basic_4y,0,0
527,48,blue_collar,married,basic_9y,0,0
528,32,blue_collar,married,basic_9y,0,0
529,45,blue_collar,married,basic_6y,0,1
530,32,management,single,university_degree,0,1
531,27,blue_collar,single,basic_9y,0,1
532,34,blue_collar,married,basic_9y,0,0
533,40,services,single,high_school,0,1
534,27,technician,single,professional_course,0,0
535,34,technician,married,professional_course,0,0
536,32,management,single,university_degree,0,1
537,44,admin,divorced,high_school,0,1
538,34,blue_collar,married,basic_6y,0,1
539,53,technician,married,professional_course,0,0
540,39,admin,married,university_degree,0,0
541,45,blue_collar,married,basic_4y,0,1
542,33,technician,divorced,professional_course,0,1
543,24,admin,single,high_school,0,0
544,42,services,married,basic_6y,0,0
545,40,services,single,high_school,0,1
546,57,blue_collar,married,basic_6y,0,1
547,43,blue_collar,married,basic_4y,0,1
548,34,admin,married,high_school,0,1
549,27,technician,married,professional_course,0,0
550,27,blue_collar,married,basic_4y,0,0
551,41,blue_collar,married,basic_6y,0,0
552,31,services,married,high_school,0,1
553,33,technician,single,professional_course,0,1
554,49,technician,divorced,professional_course,0,1
555,34,technician,single,university_degree,0,0
556,32,services,married,high_school,0,0
557,35,admin,single,university_degree,0,1
558,35,blue_collar,single,high_school,0,1
559,29,blue_collar,married,basic_9y,0,1
560,31,services,single,high_school,0,1
561,38,blue_collar,married,basic_6y,0,0
562,33,blue_collar,single,basic_4y,0,1
563,51,blue_collar,divorced,basic_4y,0,1
564,30,student,single,university_degree,0,1
565,32,technician,single,university_degree,0,1
566,28,services,single,high_school,0,1
567,32,technician,single,university_degree,0,1
568,34,housemaid,single,high_school,0,0
569,38,admin,married,high_school,0,1
570,35,blue_collar,married,high_school,0,0
571,28,student,single,university_degree,0,0
572,59,housemaid,divorced,basic_6y,0,1
573,36,blue_collar,married,,0,1
574,36,blue_collar,single,university_degree,0,1
575,32,entrepreneur,married,high_school,0,1
576,38,admin,divorced,university_degree,0,0
577,32,blue_collar,married,basic_4y,0,0
578,27,services,married,basic_6y,0,0
579,35,blue_collar,married,basic_9y,0,0
580,31,services,single,high_school,0,1
581,57,retired,divorced,basic_9y,0,1
582,36,services,divorced,basic_9y,0,0
583,28,management,single,university_degree,0,1
584,36,services,single,high_school,0,1
585,43,blue_collar,married,basic_9y,0,1
586,35,services,divorced,high_school,0,1
587,28,student,single,university_degree,0,1
588,29,services,married,high_school,0,1
589,37,technician,single,university_degree,0,1
590,32,blue_collar,single,professional_course,0,0
591,30,self_employed,married,professional_course,0,1
592,45,admin,married,university_degree,0,0
593,32,technician,single,high_school,0,1
594,27,management,married,university_degree,0,1
595,33,technician,single,high_school,0,0
596,33,technician,divorced,high_school,0,1
597,38,services,divorced,basic_6y,0,1
598,32,management,single,professional_course,0,1
599,31,technician,married,professional_course,0,1
600,46,admin,married,basic_9y,0,0
601,33,blue_collar,married,basic_9y,0,1
602,46,technician,married,professional_course,0,1
603,49,admin,divorced,high_school,0,1
604,47,blue_collar,divorced,basic_4y,0,0
605,32,admin,single,university_degree,0,1
606,28,services,single,high_school,0,1
607,32,admin,single,high_school,0,1
608,46,management,married,high_school,0,0
609,46,blue_collar,married,basic_9y,0,0
610,54,blue_collar,married,basic_4y,0,0
611,48,admin,divorced,university_degree,0,0
612,35,admin,single,high_school,0,0
613,33,services,married,high_school,0,1
614,50,entrepreneur,married,university_degree,0,1
615,41,technician,single,professional_course,0,1
616,36,services,divorced,basic_9y,0,0
617,33,blue_collar,married,basic_4y,0,0
618,27,technician,single,professional_course,0,0
619,44,admin,divorced,high_school,0,1
620,36,technician,married,professional_course,0,0
621,42,blue_collar,married,basic_4y,0,1
622,31,admin,married,high_school,0,0
623,34,self_employed,single,university_degree,0,1
624,59,admin,divorced,university_degree,0,0
625,28,technician,married,basic_9y,0,0
626,28,blue_collar,married,high_school,0,0
627,33,blue_collar,single,professional_course,0,0
628,33,management,married,basic_9y,0,1
629,28,unemployed,married,high_school,0,1
630,29,technician,single,professional_course,0,0
631,38,admin,single,high_school,0,0
632,37,services,divorced,basic_6y,0,0
633,26,self_employed,married,basic_4y,0,1
634,34,services,married,high_school,0,0
635,33,blue_collar,single,basic_4y,0,0
636,33,blue_collar,married,basic_6y,0,1
637,53,technician,married,basic_6y,0,1
638,35,admin,married,high_school,0,1
639,53,technician,married,professional_course,0,1
640,38,admin,divorced,university_degree,0,0
641,32,admin,single,university_degree,0,0
642,49,blue_collar,married,high_school,0,1
643,42,self_employed,divorced,high_school,0,1
644,34,blue_collar,married,basic_9y,0,1
645,31,technician,married,high_school,0,0
646,30,admin,married,university_degree,0,0
647,34,admin,married,high_school,0,0
648,42,services,single,high_school,0,1
649,34,blue_collar,married,basic_4y,0,0
650,42,blue_collar,married,basic_4y,0,0
651,37,services,married,high_school,0,0
652,53,self_employed,married,basic_9y,0,1
653,38,student,divorced,,0,1
654,34,blue_collar,married,basic_9y,0,1
655,27,blue_collar,single,basic_9y,0,1
656,33,blue_collar,married,basic_9y,0,1
657,25,student,single,university_degree,0,1
658,43,blue_collar,married,basic_6y,0,0
659,35,admin,single,high_school,0,0
660,35,blue_collar,single,high_school,0,1
661,55,blue_collar,divorced,basic_9y,0,0
662,34,admin,married,high_school,0,1
663,31,technician,married,high_school,0,1
664,43,technician,married,basic_4y,0,1
665,47,admin,divorced,university_degree,0,0
666,35,entrepreneur,married,university_degree,0,1
667,42,services,single,basic_6y,0,1
668,37,admin,divorced,university_degree,0,1
669,38,technician,single,professional_course,0,1
670,33,blue_collar,married,basic_4y,0,0
671,26,blue_collar,single,basic_9y,0,1
672,30,technician,single,high_school,0,1
673,26,student,single,high_school,0,0
674,39,admin,married,basic_9y,0,1
675,27,admin,single,high_school,0,1
676,43,blue_collar,married,basic_6y,0,1
677,25,admin,married,high_school,0,1
678,26,student,single,high_school,0,1
679,33,blue_collar,single,university_degree,0,1
680,55,management,married,basic_4y,0,1
681,40,blue_collar,single,basic_9y,0,1
682,35,technician,single,university_degree,0,1
683,38,self_employed,married,basic_9y,0,1
684,41,services,married,high_school,0,1
685,29,management,divorced,basic_9y,0,1
686,53,services,married,high_school,0,1
687,34,services,divorced,basic_6y,0,1
688,55,blue_collar,divorced,basic_4y,0,1
689,38,blue_collar,single,basic_9y,0,1
690,51,blue_collar,divorced,basic_9y,0,0
691,57,admin,married,basic_4y,0,1
692,24,housemaid,married,basic_9y,0,1
693,47,blue_collar,married,basic_4y,0,1
694,35,admin,single,high_school,0,1
695,32,blue_collar,married,basic_6y,0,1
696,34,services,divorced,basic_6y,0,0
697,43,self_employed,divorced,basic_9y,0,1
698,36,blue_collar,divorced,basic_9y,0,1
699,53,blue_collar,single,,0,1
700,42,services,married,high_school,0,1
701,36,blue_collar,divorced,basic_9y,0,0
702,43,admin,married,high_school,0,1
703,38,self_employed,married,basic_9y,0,1
704,43,admin,married,high_school,0,1
705,36,blue_collar,married,basic_9y,0,1
706,26,student,single,high_school,0,0
707,37,blue_collar,married,basic_9y,0,0
708,36,blue_collar,married,basic_9y,0,1
709,28,blue_collar,single,basic_6y,0,0
710,29,blue_collar,single,basic_9y,0,1
711,37,admin,divorced,university_degree,0,1
712,55,blue_collar,divorced,basic_4y,0,0
713,37,services,married,basic_9y,0,1
714,31,blue_collar,married,basic_9y,0,1
715,29,self_employed,single,professional_course,0,1
716,35,blue_collar,married,basic_9y,0,0
